basis_of_record	specific_epithet	species_id	country_code	latitude	longitude	year	coordinate_precision
OBSERVATION	Ursus arctos	2433433	EE	59,30437	26,48735	2010	
OBSERVATION	Ursus arctos	2433433	EE	59,12581	25,51495	1986	
UNKNOWN	Ursus arctos	2433433	NO	63,12954	10,8781	2009	100
UNKNOWN	Ursus arctos	2433433	NO	61,1008	11,13884	2010	100
UNKNOWN	Ursus arctos	2433433	NO	64,01863	11,64265	2010	50
UNKNOWN	Ursus arctos	2433433	NO	65,48399	14,10677	2010	100
UNKNOWN	Ursus arctos	2433433	NO	61,10698	11,1056	2011	100
UNKNOWN	Ursus arctos	2433433	NO	62,7309	11,44157	2009	100
UNKNOWN	Ursus arctos	2433433	NO	61,79167	12,05055	2002	50
UNKNOWN	Ursus arctos	2433433	NO	61,7862	12,08902	2002	100
UNKNOWN	Ursus arctos	2433433	NO	60,5008	12,31256	2002	100
UNKNOWN	Ursus arctos	2433433	NO	63,31278	11,75259	2002	100
UNKNOWN	Ursus arctos	2433433	NO	63,28504	11,60431	2002	100
UNKNOWN	Ursus arctos	2433433	NO	61,79187	11,98174	2003	100
UNKNOWN	Ursus arctos	2433433	NO	64,79427	12,8258	2003	100
UNKNOWN	Ursus arctos	2433433	NO	63,31059	11,86419	2003	100
UNKNOWN	Ursus arctos	2433433	NO	64,76412	13,34132	2003	100
UNKNOWN	Ursus arctos	2433433	NO	62,59518	11,12982	2003	50
UNKNOWN	Ursus arctos	2433433	NO	60,58046	10,24098	2004	100
UNKNOWN	Ursus arctos	2433433	NO	65,47207	13,32464	2004	100
UNKNOWN	Ursus arctos	2433433	NO	61,74765	10,51497	2004	100
UNKNOWN	Ursus arctos	2433433	NO	62,26788	10,91865	2004	100
UNKNOWN	Ursus arctos	2433433	NO	61,46842	10,03403	2004	100
UNKNOWN	Ursus arctos	2433433	NO	62,558	9,37147	2004	100
UNKNOWN	Ursus arctos	2433433	NO	65,49524	13,5717	2004	100
UNKNOWN	Ursus arctos	2433433	NO	64,17291	13,72614	2004	50
UNKNOWN	Ursus arctos	2433433	NO	63,31916	11,65333	2005	100
UNKNOWN	Ursus arctos	2433433	NO	64,17586	13,75514	2005	50
UNKNOWN	Ursus arctos	2433433	NO	61,32556	11,98403	2005	100
UNKNOWN	Ursus arctos	2433433	NO	64,65025	13,61418	2005	100
UNKNOWN	Ursus arctos	2433433	NO	64,65204	13,61408	2005	100
UNKNOWN	Ursus arctos	2433433	NO	64,99689	13,28446	2006	50
UNKNOWN	Ursus arctos	2433433	NO	64,99238	13,28689	2006	100
UNKNOWN	Ursus arctos	2433433	NO	63,06141	11,625	2006	50
UNKNOWN	Ursus arctos	2433433	NO	66,04519	13,8809	2006	100
UNKNOWN	Ursus arctos	2433433	NO	65,46516	13,96494	2006	100
UNKNOWN	Ursus arctos	2433433	NO	64,65523	12,54577	2006	100
UNKNOWN	Ursus arctos	2433433	NO	64,18469	11,4578	2006	100
UNKNOWN	Ursus arctos	2433433	NO	64,12405	11,26547	2006	100
UNKNOWN	Ursus arctos	2433433	NO	64,1108	11,19252	2006	100
UNKNOWN	Ursus arctos	2433433	NO	62,80333	10,22558	2006	50
UNKNOWN	Ursus arctos	2433433	NO	64,26515	11,63226	2006	100
UNKNOWN	Ursus arctos	2433433	NO	66,11356	13,78492	2007	100
UNKNOWN	Ursus arctos	2433433	NO	66,12427	13,77777	2007	100
UNKNOWN	Ursus arctos	2433433	NO	65,51452	13,95675	2007	100
UNKNOWN	Ursus arctos	2433433	NO	64,65236	12,59002	2007	100
UNKNOWN	Ursus arctos	2433433	NO	61,62299	10,23157	2007	100
UNKNOWN	Ursus arctos	2433433	NO	64,63188	12,54579	2007	100
UNKNOWN	Ursus arctos	2433433	NO	62,94596	11,06589	2007	100
UNKNOWN	Ursus arctos	2433433	NO	61,7199	12,01387	2007	100
UNKNOWN	Ursus arctos	2433433	NO	64,65426	13,15955	2007	100
UNKNOWN	Ursus arctos	2433433	NO	61,12282	11,16631	2007	100
UNKNOWN	Ursus arctos	2433433	NO	62,45643	10,9191	2007	100
UNKNOWN	Ursus arctos	2433433	NO	61,2708	10,71578	2008	100
UNKNOWN	Ursus arctos	2433433	NO	64,64806	12,38934	2008	100
UNKNOWN	Ursus arctos	2433433	NO	62,10733	11,42217	2008	100
UNKNOWN	Ursus arctos	2433433	NO	61,74496	11,8586	2008	100
UNKNOWN	Ursus arctos	2433433	NO	60,90745	11,41911	2008	100
UNKNOWN	Ursus arctos	2433433	NO	69,77675	29,32239	2009	100
UNKNOWN	Ursus arctos	2433433	NO	63,00712	10,53338	2009	100
UNKNOWN	Ursus arctos	2433433	NO	62,24128	10,96371	2009	100
UNKNOWN	Ursus arctos	2433433	NO	65,51003	13,96943	2009	100
UNKNOWN	Ursus arctos	2433433	NO	64,0252	12,34089	2009	100
UNKNOWN	Ursus arctos	2433433	NO	65,47538	13,54691	2009	100
UNKNOWN	Ursus arctos	2433433	NO	61,06971	10,87353	2009	100
PRESERVED_SPECIMEN	Ursus arctos	2433433	CA	50,2965	-125,45	1935	
PRESERVED_SPECIMEN	Ursus arctos	2433433	US	64,43861	-142,14667	1898	
PRESERVED_SPECIMEN	Ursus arctos	2433433	US	57,58333	-133,83333	1970	
PRESERVED_SPECIMEN	Ursus arctos	2433433	US	57,11667	-157,86667	1972	
OBSERVATION	Ursus arctos Linnaeus, 1758	2433433	FI	63,46639	26,90625	2011	
OBSERVATION	Ursus arctos	2433433	FR	43,01532	0,97753		10-20km
PRESERVED_SPECIMEN	Ursus arctos	2433433	US	58,26222	-152,58833	1954	
OBSERVATION	Ursus arctos Linnaeus, 1758	2433433	ES	43,28	-6,6	2007	7071
OBSERVATION	Ursus arctos Linnaeus, 1758	2433433	ES	43,12	-4,41	2007	7071
PRESERVED_SPECIMEN	Ursus arctos	2433433	MN	43,27917	97,57555	2013	
OBSERVATION	Ursus arctos	2433433	EE	58,05646	26,91539	1986	
OBSERVATION	Ursus arctos	2433433	EE	58,86345	26,39316	1986	
OBSERVATION	Ursus arctos Linnaeus, 1758	2433433	DE	51,1333	10,617	2000	
UNKNOWN	Ursus arctos	2433433	NO	61,06033	11,36834	2010	100
UNKNOWN	Ursus arctos	2433433	NO	59,70714	8,72983	2010	100
UNKNOWN	Ursus arctos	2433433	NO	60,91164	11,33457	2010	100
UNKNOWN	Ursus arctos	2433433	NO	62,46882	11,3965	2010	100
UNKNOWN	Ursus arctos	2433433	NO	69,7291	29,59779	2011	100
UNKNOWN	Ursus arctos	2433433	NO	61,04962	10,89828	2011	100
UNKNOWN	Ursus arctos	2433433	NO	64,13738	12,37179	2011	100
UNKNOWN	Ursus arctos	2433433	NO	60,23491	8,59043	2011	100
UNKNOWN	Ursus arctos	2433433	NO	65,43606	14,19136	2011	100
UNKNOWN	Ursus arctos	2433433	NO	61,8851	11,06077	2011	20
UNKNOWN	Ursus arctos	2433433	NO	61,28265	12,79424	2011	100
UNKNOWN	Ursus arctos	2433433	NO	62,24485	10,50927	2011	100
UNKNOWN	Ursus arctos	2433433	NO	63,31874	11,86101	2002	100
UNKNOWN	Ursus arctos	2433433	NO	63,35239	11,74838	2002	100
UNKNOWN	Ursus arctos	2433433	NO	63,32175	11,88929	2002	100
UNKNOWN	Ursus arctos	2433433	NO	64,17019	13,62584	2002	100
UNKNOWN	Ursus arctos	2433433	NO	64,04815	12,4866	2002	100
UNKNOWN	Ursus arctos	2433433	NO	62,14691	11,31403	2002	100
UNKNOWN	Ursus arctos	2433433	NO	64,64733	13,25424	2002	100
UNKNOWN	Ursus arctos	2433433	NO	62,29979	10,67382	2003	100
UNKNOWN	Ursus arctos	2433433	NO	64,43198	13,50474	2003	50
UNKNOWN	Ursus arctos	2433433	NO	60,89762	11,41652	2003	100
UNKNOWN	Ursus arctos	2433433	NO	64,10054	12,30324	2003	100
UNKNOWN	Ursus arctos	2433433	NO	64,10626	12,37046	2003	100
UNKNOWN	Ursus arctos	2433433	NO	64,43578	13,52531	2003	100
UNKNOWN	Ursus arctos	2433433	NO	62,56229	11,05241	2003	100
UNKNOWN	Ursus arctos	2433433	NO	61,43766	12,08969	2003	100
UNKNOWN	Ursus arctos	2433433	NO	62,56961	9,42507	2004	100
UNKNOWN	Ursus arctos	2433433	NO	70,0443	28,11083	1997	100
UNKNOWN	Ursus arctos	2433433	NO	61,58338	10,58983	2004	100
UNKNOWN	Ursus arctos	2433433	NO	61,18293	10,8691	2004	100
UNKNOWN	Ursus arctos	2433433	NO	62,25312	11,07178	2004	100
UNKNOWN	Ursus arctos	2433433	NO	65,4666	14,14788	2004	50
UNKNOWN	Ursus arctos	2433433	NO	60,74592	10,11161	2004	100
UNKNOWN	Ursus arctos	2433433	NO	62,9552	11,19624	2004	100
UNKNOWN	Ursus arctos	2433433	NO	62,38545	11,43881	2005	100
UNKNOWN	Ursus arctos	2433433	NO	70,05266	28,06399	2005	100
UNKNOWN	Ursus arctos	2433433	NO	61,80231	10,95026	2005	100
UNKNOWN	Ursus arctos	2433433	NO	62,64305	11,94088	2005	50
UNKNOWN	Ursus arctos	2433433	NO	70,04811	28,07425	2005	100
UNKNOWN	Ursus arctos	2433433	NO	62,99996	10,64576	2005	50
UNKNOWN	Ursus arctos	2433433	NO	70,25213	29,20721	2005	100
UNKNOWN	Ursus arctos	2433433	NO	64,17892	11,42642	2006	100
UNKNOWN	Ursus arctos	2433433	NO	61,60129	7,25844	2006	100
UNKNOWN	Ursus arctos	2433433	NO	64,14024	11,20513	2006	100
UNKNOWN	Ursus arctos	2433433	NO	64,21244	13,9596	2006	100
UNKNOWN	Ursus arctos	2433433	NO	65,48698	14,14246	2006	100
UNKNOWN	Ursus arctos	2433433	NO	61,08397	10,94484	2006	100
UNKNOWN	Ursus arctos	2433433	NO	61,35684	11,01601	2006	100
UNKNOWN	Ursus arctos	2433433	NO	61,05324	11,30053	2006	100
UNKNOWN	Ursus arctos	2433433	NO	64,12825	13,89615	2006	50
UNKNOWN	Ursus arctos	2433433	NO	64,86234	13,16148	2006	50
UNKNOWN	Ursus arctos	2433433	NO	62,86522	11,18297	2007	100
UNKNOWN	Ursus arctos	2433433	NO	61,32287	10,67376	2007	100
UNKNOWN	Ursus arctos	2433433	NO	65,48142	13,507	2007	100
UNKNOWN	Ursus arctos	2433433	NO	61,56161	12,1602	2007	100
UNKNOWN	Ursus arctos	2433433	NO	64,1727	14,0714	2007	100
UNKNOWN	Ursus arctos	2433433	NO	64,65611	12,49122	2007	100
UNKNOWN	Ursus arctos	2433433	NO	64,65938	13,63046	2007	100
UNKNOWN	Ursus arctos	2433433	NO	69,7668	29,64013	2008	100
UNKNOWN	Ursus arctos	2433433	NO	65,48755	14,10492	2008	100
UNKNOWN	Ursus arctos	2433433	NO	69,95029	25,21737	2008	100
UNKNOWN	Ursus arctos	2433433	NO	61,1287	11,13515	2008	100
UNKNOWN	Ursus arctos	2433433	NO	64,7681	12,76474	2008	100
UNKNOWN	Ursus arctos	2433433	NO	58,38028	7,30361	2008	100
UNKNOWN	Ursus arctos	2433433	NO	61,10089	10,75849	2009	100
UNKNOWN	Ursus arctos	2433433	NO	62,80075	10,06202	2009	100
UNKNOWN	Ursus arctos	2433433	NO	69,72114	29,59534	2009	100
UNKNOWN	Ursus arctos	2433433	NO	63,21329	10,61393	2009	100
UNKNOWN	Ursus arctos	2433433	NO	63,28405	11,91676	2009	100
UNKNOWN	Ursus arctos	2433433	NO	65,48111	13,59623	2009	100
OBSERVATION	Ursus arctos Linnaeus, 1758	2433433	ES	42,92	-5,39	2007	7071
OBSERVATION	Ursus arctos Linnaeus, 1758	2433433	ES	43,18	-5,89	2007	7071
PRESERVED_SPECIMEN	Ursus arctos	2433433	US	60,54167	-150,76611	2009	
PRESERVED_SPECIMEN	Ursus arctos	2433433	US	57	-157	1972	
PRESERVED_SPECIMEN	Ursus arctos	2433433	US	58	-153	1965	
PRESERVED_SPECIMEN	Ursus arctos	2433433	US	57,2	-153,3	1880	
PRESERVED_SPECIMEN	Ursus arctos	2433433	US	61,7	-151,18333	1960	
PRESERVED_SPECIMEN	Ursus arctos	2433433	CA	50,17815	-116,125	1935	
PRESERVED_SPECIMEN	Ursus arctos	2433433	MN	43,26625	96,81296	2013	
UNKNOWN	Ursus arctos	2433433	NO	63,84606	12,28492	2002	100
UNKNOWN	Ursus arctos	2433433	NO	63,05495	11,21701	2002	100
UNKNOWN	Ursus arctos	2433433	NO	61,8047	12,03031	2002	100
UNKNOWN	Ursus arctos	2433433	NO	60,92252	9,60999	2010	100
UNKNOWN	Ursus arctos	2433433	NO	63,30508	11,86964	2003	100
UNKNOWN	Ursus arctos	2433433	NO	64,78289	12,76863	2003	100
UNKNOWN	Ursus arctos	2433433	NO	62,88073	11,15097	2003	50
UNKNOWN	Ursus arctos	2433433	NO	62,56645	9,41224	2004	50
UNKNOWN	Ursus arctos	2433433	NO	65,47387	13,32453	2004	100
UNKNOWN	Ursus arctos	2433433	NO	64,18165	14,0513	2004	100
UNKNOWN	Ursus arctos	2433433	NO	61,1001	11,18333	2004	100
UNKNOWN	Ursus arctos	2433433	NO	65,45744	13,65792	2004	100
UNKNOWN	Ursus arctos	2433433	NO	61,37805	10,39973	2005	100
UNKNOWN	Ursus arctos	2433433	NO	62,11013	11,14444	2005	100
UNKNOWN	Ursus arctos	2433433	NO	61,93079	8,09705	2005	100
UNKNOWN	Ursus arctos	2433433	NO	64,45066	11,98072	2005	100
UNKNOWN	Ursus arctos	2433433	NO	68,82139	18,131	2005	100
UNKNOWN	Ursus arctos	2433433	NO	61,40801	12,13181	2005	100
UNKNOWN	Ursus arctos	2433433	NO	64,68557	12,53464	2005	100
UNKNOWN	Ursus arctos	2433433	NO	62,29494	10,97439	2005	100
UNKNOWN	Ursus arctos	2433433	NO	70,18032	29,13605	2005	100
UNKNOWN	Ursus arctos	2433433	NO	61,80776	11,99467	2006	100
UNKNOWN	Ursus arctos	2433433	NO	63,01582	10,5532	2006	50
UNKNOWN	Ursus arctos	2433433	NO	65,38288	14,21811	2006	50
UNKNOWN	Ursus arctos	2433433	NO	62,76141	10,01032	2006	50
UNKNOWN	Ursus arctos	2433433	NO	64,09051	10,97957	2006	100
UNKNOWN	Ursus arctos	2433433	NO	62,11934	11,40397	2006	100
UNKNOWN	Ursus arctos	2433433	NO	63,70944	11,5744	2007	100
UNKNOWN	Ursus arctos	2433433	NO	69,51107	20,60576	2007	100
UNKNOWN	Ursus arctos	2433433	NO	69,39373	20,56845	2007	100
UNKNOWN	Ursus arctos	2433433	NO	65,51853	13,95666	2007	100
UNKNOWN	Ursus arctos	2433433	NO	65,58926	14,25347	2007	100
UNKNOWN	Ursus arctos	2433433	NO	63,12147	10,49305	2007	100
UNKNOWN	Ursus arctos	2433433	NO	66,01799	13,92093	2007	100
UNKNOWN	Ursus arctos	2433433	NO	64,70691	12,57677	2007	100
UNKNOWN	Ursus arctos	2433433	NO	61,33977	11,01676	2007	100
UNKNOWN	Ursus arctos	2433433	NO	60,99834	10,90446	2007	100
UNKNOWN	Ursus arctos	2433433	NO	61,35518	12,70913	2007	100
UNKNOWN	Ursus arctos	2433433	NO	64,90671	13,2342	2008	100
UNKNOWN	Ursus arctos	2433433	NO	62,2723	10,95781	2008	100
UNKNOWN	Ursus arctos	2433433	NO	62,09107	11,26953	2008	100
UNKNOWN	Ursus arctos	2433433	NO	61,53348	10,36061	2008	100
UNKNOWN	Ursus arctos	2433433	NO	64,78054	12,83181	2008	100
UNKNOWN	Ursus arctos	2433433	NO	62,29706	11,02338	2008	100
UNKNOWN	Ursus arctos	2433433	NO	65,47267	13,47773	2008	100
UNKNOWN	Ursus arctos	2433433	NO	61,97593	11,1121	2008	100
UNKNOWN	Ursus arctos	2433433	NO	61,33398	12,75319	2008	100
UNKNOWN	Ursus arctos	2433433	NO	61,45301	10,35617	2009	100
UNKNOWN	Ursus arctos	2433433	NO	63,12588	10,89121	2009	100
UNKNOWN	Ursus arctos	2433433	NO	62,83706	10,17054	2009	100
UNKNOWN	Ursus arctos	2433433	NO	61,36494	11,01464	2009	100
UNKNOWN	Ursus arctos	2433433	NO	61,05946	10,90072	2009	100
UNKNOWN	Ursus arctos	2433433	NO	63,28569	11,89563	2009	100
UNKNOWN	Ursus arctos	2433433	NO	61,90203	10,39751	2009	100
UNKNOWN	Ursus arctos	2433433	NO	62,07756	9,86075	2009	100
UNKNOWN	Ursus arctos	2433433	NO	60,3856	12,37887	2010	100
UNKNOWN	Ursus arctos	2433433	NO	62,6886	11,61033	2010	100
UNKNOWN	Ursus arctos	2433433	NO	61,27209	10,03804	2010	100
UNKNOWN	Ursus arctos	2433433	NO	69,70669	29,47003	2010	100
UNKNOWN	Ursus arctos	2433433	NO	61,86671	10,46379	2010	100
UNKNOWN	Ursus arctos	2433433	NO	60,6322	11,53742	2010	100
UNKNOWN	Ursus arctos	2433433	NO	61,92205	10,40929	2010	100
UNKNOWN	Ursus arctos	2433433	NO	61,07692	10,8721	2011	100
UNKNOWN	Ursus arctos	2433433	NO	61,48567	10,45549	2011	100
UNKNOWN	Ursus arctos	2433433	NO	65,48632	14,08971	2011	100
UNKNOWN	Ursus arctos	2433433	NO	69,4628	30,02664	2005	100
OBSERVATION	Ursus arctos	2433433	FR	42,90911	0,24687		10-20km
OBSERVATION	Ursus arctos Linnaeus, 1758	2433433	RO	45,133	23,0233	2000	
UNKNOWN	Ursus arctos	2433433	US	44,42281	-110,58745	2000	
OBSERVATION	Ursus arctos	2433433	EE	58,05619	26,74603	1986	
OBSERVATION	Ursus arctos	2433433	EE	58,38474	23,82231	1986	
PRESERVED_SPECIMEN	Ursus arctos	2433433	US	57	-154	1998	
PRESERVED_SPECIMEN	Ursus arctos	2433433	US	58	-157	1967	
PRESERVED_SPECIMEN	Ursus arctos	2433433	US	57,4	-154,05	1967	
PRESERVED_SPECIMEN	Ursus arctos	2433433	US	57,76667	-135,41667	1998	
PRESERVED_SPECIMEN	Ursus arctos Linnaeus, 1758	2433433	NO	64,4144	13,60975		48510
OBSERVATION	Ursus arctos Linnaeus, 1758	2433433	ES	42,39	-4,88	2007	7071
PRESERVED_SPECIMEN	Ursus arctos	2433433	MN	43,15088	98,05902	2013	
PRESERVED_SPECIMEN	Ursus arctos	2433433	CA	49,25	-122,8833		3181,673
OBSERVATION	Ursus arctos	2433433	EE	59,28067	26,87887	2009	
OBSERVATION	Ursus arctos	2433433	EE	59,21107	25,16129	1986	
OBSERVATION	Ursus arctos	2433433	EE	58,67483	25,36173	1986	
OBSERVATION	Ursus arctos	2433433	EE	59,01263	23,87356	1986	
UNKNOWN	Ursus arctos	2433433	NO	62,38092	11,43656	2010	100
UNKNOWN	Ursus arctos	2433433	NO	64,32688	12,61645	2010	100
UNKNOWN	Ursus arctos	2433433	NO	64,63286	12,54155	2010	100
UNKNOWN	Ursus arctos	2433433	NO	60,9007	11,39463	2010	100
UNKNOWN	Ursus arctos	2433433	NO	65,56936	14,16201	2010	100
UNKNOWN	Ursus arctos	2433433	NO	64,09413	12,3186	2010	100
UNKNOWN	Ursus arctos	2433433	NO	61,15754	11,24359	2010	100
UNKNOWN	Ursus arctos	2433433	NO	61,34127	9,72534	2011	100
UNKNOWN	Ursus arctos	2433433	NO	61,64852	10,5644	2011	100
UNKNOWN	Ursus arctos	2433433	NO	63,95788	11,87496	2011	100
UNKNOWN	Ursus arctos	2433433	NO	61,9725	12,20426	2011	100
UNKNOWN	Ursus arctos	2433433	NO	61,01263	11,0922	2011	100
UNKNOWN	Ursus arctos	2433433	NO	64,72688	12,76143	2009	100
UNKNOWN	Ursus arctos	2433433	NO	64,23302	13,83305	2002	100
UNKNOWN	Ursus arctos	2433433	NO	64,23206	13,82484	2002	100
UNKNOWN	Ursus arctos	2433433	NO	62,47814	11,47937	2002	100
UNKNOWN	Ursus arctos	2433433	NO	69,72227	29,51156	2002	100
UNKNOWN	Ursus arctos	2433433	NO	64,62784	13,5495	2002	50
UNKNOWN	Ursus arctos	2433433	NO	64,17591	13,76343	2002	100
UNKNOWN	Ursus arctos	2433433	NO	68,95142	19,58281	2002	50
UNKNOWN	Ursus arctos	2433433	NO	62,28265	10,9543	2002	100
UNKNOWN	Ursus arctos	2433433	NO	61,9937	11,1248	2002	100
UNKNOWN	Ursus arctos	2433433	NO	60,51531	12,23118	2002	100
UNKNOWN	Ursus arctos	2433433	NO	63,02894	11,70798	2003	100
UNKNOWN	Ursus arctos	2433433	NO	65,41617	14,24631	2003	50
UNKNOWN	Ursus arctos	2433433	NO	62,23153	10,58738	2003	50
UNKNOWN	Ursus arctos	2433433	NO	66,91803	15,37708	2003	50
UNKNOWN	Ursus arctos	2433433	NO	62,08758	11,15053	2003	100
UNKNOWN	Ursus arctos	2433433	NO	64,43346	13,523	2003	50
UNKNOWN	Ursus arctos	2433433	NO	61,49532	12,22714	2003	100
UNKNOWN	Ursus arctos	2433433	NO	60,41246	9,3522	2003	100
UNKNOWN	Ursus arctos	2433433	NO	62,28641	10,59018	2003	100
UNKNOWN	Ursus arctos	2433433	NO	60,48489	12,15184	2003	100
UNKNOWN	Ursus arctos	2433433	NO	61,17317	10,86107	2004	100
UNKNOWN	Ursus arctos	2433433	NO	62,52572	9,29583	2004	50
UNKNOWN	Ursus arctos	2433433	NO	64,21585	13,93474	2004	100
UNKNOWN	Ursus arctos	2433433	NO	64,09819	12,32195	2004	100
UNKNOWN	Ursus arctos	2433433	NO	64,17736	13,72305	2004	50
UNKNOWN	Ursus arctos	2433433	NO	61,49745	12,02959	2004	100
UNKNOWN	Ursus arctos	2433433	NO	64,31236	11,79814	2005	100
UNKNOWN	Ursus arctos	2433433	NO	63,8095	12,06661	2005	50
UNKNOWN	Ursus arctos	2433433	NO	60,56274	10,21476	2005	100
UNKNOWN	Ursus arctos	2433433	NO	63,065	11,63025	2006	50
UNKNOWN	Ursus arctos	2433433	NO	64,48078	13,28775	2006	100
UNKNOWN	Ursus arctos	2433433	NO	65,59955	13,41191	2006	100
UNKNOWN	Ursus arctos	2433433	NO	62,72961	10,0297	2006	50
UNKNOWN	Ursus arctos	2433433	NO	62,87377	10,79612	2007	100
UNKNOWN	Ursus arctos	2433433	NO	69,38717	20,57194	2007	100
UNKNOWN	Ursus arctos	2433433	NO	62,94843	11,33892	2007	100
UNKNOWN	Ursus arctos	2433433	NO	61,3542	11,01208	2007	100
UNKNOWN	Ursus arctos	2433433	NO	60,92423	11,43515	2007	100
UNKNOWN	Ursus arctos	2433433	NO	60,51191	11,31644	2007	100
UNKNOWN	Ursus arctos	2433433	NO	70,00299	25,27032	2007	100
UNKNOWN	Ursus arctos	2433433	NO	62,95986	11,04613	2007	100
UNKNOWN	Ursus arctos	2433433	NO	63,12213	10,51825	2007	100
UNKNOWN	Ursus arctos	2433433	NO	61,6794	10,51539	2007	100
UNKNOWN	Ursus arctos	2433433	NO	64,16687	13,7556	2007	100
UNKNOWN	Ursus arctos	2433433	NO	64,88575	13,1915	2008	100
UNKNOWN	Ursus arctos	2433433	NO	60,91127	11,40648	2008	100
UNKNOWN	Ursus arctos	2433433	NO	61,51946	10,27975	2008	100
UNKNOWN	Ursus arctos	2433433	NO	64,64459	13,58516	2008	100
UNKNOWN	Ursus arctos	2433433	NO	62,29685	11,04232	2008	100
UNKNOWN	Ursus arctos	2433433	NO	61,10517	11,23347	2008	100
UNKNOWN	Ursus arctos	2433433	NO	61,10832	11,20067	2008	100
UNKNOWN	Ursus arctos	2433433	NO	64,98926	13,26444	2009	100
UNKNOWN	Ursus arctos	2433433	NO	63,1762	10,88081	2009	100
UNKNOWN	Ursus arctos	2433433	NO	64,13542	14,08113	2009	100
UNKNOWN	Ursus arctos	2433433	NO	61,08927	10,82276	2009	100
UNKNOWN	Ursus arctos	2433433	NO	61,12759	10,90852	2009	100
UNKNOWN	Ursus arctos	2433433	NO	62,00702	10,67872	2009	100
UNKNOWN	Ursus arctos	2433433	NO	65,38055	14,25329	2009	100
OBSERVATION	Ursus arctos	2433433	FR	42,66698	1,72075		>20 KM
OBSERVATION	Ursus arctos	2433433	FR	42,8878	-0,48644		10km
PRESERVED_SPECIMEN	Ursus arctos Linnaeus, 1758	2433433	NO	61,80353	11,14554		46778
OBSERVATION	Ursus arctos Linnaeus, 1758	2433433	ES	43,04	-3,68	2007	7071
PRESERVED_SPECIMEN	Ursus arctos	2433433	MN	43,26882	97,36568	2013	
OBSERVATION	Ursus arctos	2433433	US	58,55326	-155,79156	2012	
PRESERVED_SPECIMEN	Ursus arctos	2433433	CA	58,5	-131	1918	
PRESERVED_SPECIMEN	Ursus arctos	2433433	CA	52,66433	-117,53372	1945	
PRESERVED_SPECIMEN	Ursus arctos	2433433	US	58	-153	1966	
PRESERVED_SPECIMEN	Ursus arctos	2433433	US	58	-156	1970	
PRESERVED_SPECIMEN	Ursus arctos	2433433	US	57,88333	-153,33333	1998	
PRESERVED_SPECIMEN	Ursus arctos	2433433	US	63,55	-142,4	1963	
PRESERVED_SPECIMEN	Ursus arctos	2433433	US	57,725	-135,48333	1999	
PRESERVED_SPECIMEN	Ursus arctos	2433433	US	65,73694	-168,94194	2005	
PRESERVED_SPECIMEN	Ursus arctos	2433433	US	59,8541	-153,0664	1970	
PRESERVED_SPECIMEN	Ursus arctos	2433433	US	57,73333	-134,1	1998	
PRESERVED_SPECIMEN	Ursus arctos	2433433	US	57,31667	-134,58333	1998	
PRESERVED_SPECIMEN	Ursus arctos	2433433	US	57,25	-134,61667	1998	
OBSERVATION	Ursus arctos Linnaeus, 1758	2433433	RO	44,8917	22,437	2000	
UNKNOWN	Ursus arctos	2433433	NO	61,11133	11,14277	2009	100
UNKNOWN	Ursus arctos	2433433	NO	61,27889	10,48851	2010	100
UNKNOWN	Ursus arctos	2433433	NO	62,68864	11,60837	2010	100
UNKNOWN	Ursus arctos	2433433	NO	61,64049	10,9627	2010	100
UNKNOWN	Ursus arctos	2433433	NO	65,5684	14,14856	2010	100
UNKNOWN	Ursus arctos	2433433	NO	61,81487	11,01369	2010	100
UNKNOWN	Ursus arctos	2433433	NO	61,14326	11,12651	2010	100
UNKNOWN	Ursus arctos	2433433	NO	64,65881	13,54626	2011	100
UNKNOWN	Ursus arctos	2433433	NO	62,14164	11,26181	2011	100
UNKNOWN	Ursus arctos	2433433	NO	61,1287	11,12597	2011	50
UNKNOWN	Ursus arctos	2433433	NO	62,95688	11,05903	2011	100
UNKNOWN	Ursus arctos	2433433	NO	64,95545	13,80338	2012	100
UNKNOWN	Ursus arctos	2433433	NO	61,08153	10,90909	2012	100
UNKNOWN	Ursus arctos	2433433	NO	69,56308	29,95941	2006	50
UNKNOWN	Ursus arctos	2433433	NO	69,21465	29,14945	2008	50
UNKNOWN	Ursus arctos	2433433	NO	60,41276	12,31256	2002	100
UNKNOWN	Ursus arctos	2433433	NO	64,17508	13,75661	2002	50
UNKNOWN	Ursus arctos	2433433	NO	62,64634	11,88769	2002	100
UNKNOWN	Ursus arctos	2433433	NO	62,15072	10,74811	2003	100
UNKNOWN	Ursus arctos	2433433	NO	62,08004	11,11551	2003	100
UNKNOWN	Ursus arctos	2433433	NO	61,67816	11,87999	2003	100
UNKNOWN	Ursus arctos	2433433	NO	69,33124	20,43643	2003	100
UNKNOWN	Ursus arctos	2433433	NO	62,89105	10,74756	2003	50
UNKNOWN	Ursus arctos	2433433	NO	64,41275	13,33559	2003	50
UNKNOWN	Ursus arctos	2433433	NO	64,18347	14,04153	2004	50
UNKNOWN	Ursus arctos	2433433	NO	61,13415	10,89036	2004	100
UNKNOWN	Ursus arctos	2433433	NO	64,65429	13,62073	2004	50
UNKNOWN	Ursus arctos	2433433	NO	64,67137	13,02427	2004	100
UNKNOWN	Ursus arctos	2433433	NO	62,96464	11,21974	2004	50
